"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152"
"1",0.695492957021232,0.0606492779813254,0.236890320789687,0.104211377084733,0,1.59050068414147,0.127685232113103,0.21838119048135,0,0.320578242951043,0.307593989343105,0.0614376372051051,1.30914133831157,0.406123714561312,0.620984902342927,0.437472149721076,0.478217041850645,1.22208543569936,0.457480460996071,0.603825174064344,0.375438631473333,0.736762152554237,0.56727352072905,0.32356245134489,0.785071733431236,0.56484932555574,0.731796497004051,0.370010188986984,0.511037485520303,0.722701173835958,0.379078256667061,0.595280804387331,0.540768686941985,0.769121492049309,0.648012644537879,0.480814664184971,0.532745354376841,0.504375090625636,0.504614270509739,0.343245305844345,0.458988065822394,0.66228025195103,0.347760832670188,0.61025813109003,0.682686029449904,0.727554678138943,0.70006619080448,0.782721674032554,1.02936541987268,0.531345110705221,0.668761012103382,0.714359894812602,0.769800035892709,0.745734269110059,0.384220334640366,0.478153116521443,0.466486051587799,0.513472889397856,0.710419164745845,0.64759231544603,0.953918988980633,0.429285984430493,0.817930504510375,1.60814351027709,1.28566299228544,1.35354881380511,0.805677410861634,0.355644528037205,0.629596047057493,0.264505151566147,1.25208140953454,0.93675569483338,0.493163732692837,0.25077471295175,0.236499719359719,0.599343840016932,0.313289271416851,0.917152560327562,0.200404698377092,0.581389192401406,0.828065523892557,0,0.803995112193442,0.222253999060731,0,0,0,0,0,0.237408871878967,0,0.255811244656619,0.275852184246925,0,0.233955940250434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",1.63322097783382,0,1.66323334023685,1.03317840186748,0,4.4177529069718,0.722659956864568,1.22463171769087,0.308613645577499,2.35280719451586,0.680826128341192,0.375975491009183,6.2355935694728,1.93859519098589,4.60310264906179,3.94076693537191,4.26752817389875,6.67668862696921,1.88468042438296,6.33706865381407,4.0240742001232,6.2119163763607,3.50240777112551,2.83954605084518,8.3541410080243,3.05649819377964,6.84064344610733,2.1087997546816,6.11116295119748,6.09496523905547,2.88628316880609,8.33170839254825,5.87944210453875,9.75710926933895,5.6671789708619,7.77550168217355,10.7528278065265,5.29769565055625,7.33940569022785,4.73377037079024,8.35834472733224,9.4002027669866,8.25618099303166,12.2559925561653,10.2572022553478,15.0063717525427,11.3784856431782,14.5295411659841,27.296190595326,18.4951653553337,22.5951202518797,26.0026134045856,28.9569493621862,24.4660877915495,20.3001951502932,27.1248663632622,34.0846038876396,35.6043411879002,31.9320295534369,22.0725336215482,44.4789828554033,52.532343944149,64.8556784926497,70.4971877004808,65.9212383415981,59.3376258623325,50.7480612516179,71.2858572866439,73.8826320468796,76.9653470508316,72.3989650884162,70.4571030523621,70.9666039285471,71.6499706370879,61.3709959183391,36.7416973617214,46.0122322305692,38.7178417760907,63.5240906239216,77.4145204320524,64.1514606167237,34.8898862222518,33.7686996608885,23.6936244744694,23.3218430202804,26.2110306797415,24.7807548667636,11.3915016376271,17.1359878285032,17.235013833549,29.6517143476826,31.1824060196583,23.4709800511421,9.97824212601512,9.778928829694,3.80306440910275,2.34757730341928,2.3722892680333,1.22602383454101,1.11562684388216,1.54409640747772,3.19312657924627,1.5360048377744,1.03930300552341,4.10388844158157,1.44053325186213,1.31385245324143,0,3.88536385786346,0,0,0,0,0,0,0,0.934694117778098,0,0,0,1.29512128595449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",1.93679900283232,0,2.57079448390563,1.86687294701195,0,4.354380019908,3.2765973670423,3.5481826392399,0.897954769948206,3.72126957384965,2.4224482634936,0.360309647705682,5.73573168170987,3.69238110731189,8.65369981916375,5.05078390360342,5.17636952576646,10.2480318854145,6.58088034168036,6.69287251259347,4.54051279436746,8.86952655575439,7.30224136065954,5.17491114418025,7.58484586438675,7.29009812980608,14.5161007087277,4.84003121623527,6.56295529390011,6.25845144591401,4.30871361874618,4.86212298278515,6.96297572827029,12.389980437882,10.2810794469003,7.79315649209074,7.16052502315264,8.82449948863993,6.53674652938853,5.76320130161167,5.28225350082073,6.73456272294816,5.75947987437277,4.87611732074904,8.17399742227078,14.8899903893433,8.25943108564148,9.94429010771441,13.9290550994322,14.1567894835782,10.8380675262002,11.4488272941187,10.205483850698,11.7013592007921,9.18293607737423,7.29247400428303,8.53287254201159,15.235259490738,8.88539142856568,7.63187272706064,18.5618532056624,19.3954135408975,20.8793090630481,15.2927744893388,20.3841824907475,21.8468274386538,14.1500850494058,13.8159398127393,15.8576111253172,28.2010042776209,15.5555140757777,15.8158736171605,17.0621586532487,14.2973161388353,13.3537737686992,10.5525338515684,16.2749018225887,16.7920386997355,14.0490493204919,12.5398337899127,14.2979723081251,14.3262530527294,10.2182575481231,8.44680151380135,10.5530762125503,9.12295699780039,9.31492066956389,11.8056349310185,8.82988997257676,9.48807815371682,10.1756374321681,8.3208716871548,9.14128670175277,8.03515876752817,7.53459261807253,1.67017446148097,2.37174568273754,1.49178652762339,1.41319182428464,2.61451795420766,1.67292649902451,3.23045344185867,1.98474368928508,1.5519633865965,1.83360332509471,1.89709552235698,1.76770929595879,0,4.39079807730788,0,0,0,0,0,0,0,0,0,0,0,1.46359935910263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",1.59381888345468,2.37966089612693,2.78567916038193,2.61916010622682,0,6.74262462116106,3.34473146216052,3.11529469095627,1.6330938365673,5.60416792708903,4.57992096248268,0.574343382573809,7.83116858776124,4.27869701951267,8.36861833772278,6.9665241816533,6.05488491935601,10.6325268870883,6.85608523491756,7.66744555494823,4.65436019639489,11.2258961347857,6.76545353721374,5.1032629149774,13.2148272169058,13.2615642808686,13.7445320141464,6.80204409108926,11.2885377564686,13.7045812580082,10.3267490338931,15.8095653709855,15.347058798513,20.9234855840917,18.0537985433033,14.5898786548398,17.6124354449967,24.8469354523395,21.1294024158118,18.182912586636,22.8926759144959,21.7340314390498,24.7990251036042,30.7039333293812,34.3571943456615,33.8699055369215,29.3253694061709,29.3710599878375,61.0563391587677,62.0663185740158,61.9035577608746,58.3169118243563,60.7334218867667,57.4478505087135,59.9693923223773,58.218931932648,63.1324130789672,58.4831512891946,54.3823022150369,53.6718472513126,125.179845409795,122.463967083669,124.638366625134,116.682579034922,109.177975647593,106.838966116876,109.644198070975,110.281618631374,110.157771426275,110.132530398412,102.694106013257,100.586050173204,97.113589719199,91.372193930743,86.2150846754922,87.4433531845071,84.2863524412946,74.136237111195,74.3936968739397,70.9408891532033,68.3239642654946,58.950360960453,51.6836213479046,45.4760318106931,26.3654835040909,20.231738813579,20.6943463246989,23.0800777217862,26.3035322866973,26.087433389767,27.0941021952841,22.6670123002854,25.9896700868992,20.6897127351455,19.5592951736698,12.2848978800727,3.08666470767775,0,0,0,1.24373855232882,3.14219307482483,1.21980811242981,0,1.46885562086925,1.35272063578257,1.7438846344827,0,5.8842509271064,0,0,0,0,0,0,0,0,0,0,0,1.96141697570213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",1.58108890889826,0.757957079866923,3.81330294855455,2.60294569861458,0,6.96000747750644,2.20161381973457,5.01229811031864,1.6866385254459,3.53350374441711,3.0964093876524,0.304251125756114,6.25138006739154,1.90116663622458,10.4211210019256,4.13001408927644,2.75548296423207,6.47939585197225,2.0985028770434,5.47922648140591,1.8242345009897,7.31028422767617,4.62536789872423,1.55363907975674,7.69673163432139,4.52907811897658,11.6312816893708,2.11596689598049,3.021897857459,3.73803824268053,1.59303810479141,7.96770480170774,4.65671069453049,10.891756069884,5.68541056756501,1.78148520957701,5.59346959965381,4.28790162128811,6.65672873949264,2.36016968587112,3.7542284525018,4.02282540324532,3.36879874440931,6.00863968939536,6.83567872629891,6.72469372723608,3.80448550106236,3.50186697896705,6.10691122157771,5.25042679699049,8.97855852414291,6.39606161362864,5.73065657646729,6.82863282430764,5.25000609135065,6.49643670442364,6.85063221519156,6.27571122886698,4.4711444185984,6.31310525068165,13.6724012463551,11.3031032383134,11.9522418765603,12.0725336255586,8.59556081638536,11.2098884310917,8.89772379650979,10.1168477239675,7.74482339394277,9.42553673304777,6.93265398181149,11.8260307882491,9.52483373421177,8.37487842363494,10.0354983938712,8.15068553023561,7.28283950647744,7.29958539164598,6.97520750388778,6.89246869212218,6.82038446246746,6.64706811682382,5.1465889006925,4.23101550577305,5.04956770850191,5.1653937412776,3.30926519639497,1.52366507266455,4.90299027048611,1.83437762076532,1.95154404816621,2.05949639765808,5.05646520031985,4.63951764066172,1.77556168204119,0.920626473665409,1.63187719582705,0.921581503316174,0,0,0.983775297071715,1.18168831316619,0,0,0.919825421549523,0.929829064240883,0,0,3.54506493949856,0,0,0,0,0,0,0,0,0,0,0,1.18168831316619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",1.90167752676105,0.384441967502912,2.1343258254792,1.41026983313862,0,4.83691983175126,1.81890224179281,2.64453907453834,0.584627803355132,2.95109052180016,2.22783449230809,0.275001052473451,4.59801054511727,1.74594050137085,5.76439792185481,2.82062146398058,1.0945896086346,3.23397246029474,3.64338953578325,3.10294341931946,1.1316628033704,4.52330182492874,3.5934096923544,1.35668120675587,4.78971840834493,3.64130343653048,6.34002082992246,2.46707332811991,1.53085612044999,3.18839264107307,1.87130223365185,4.01238119376571,2.25313362791165,6.32034542789615,5.29456171463927,1.79803250532991,3.44006588165681,4.54658299210953,4.70151259129102,1.98395916041744,2.67463032332094,3.67302830509808,3.50475096071489,4.10501217332175,3.42567604333509,4.46340438036817,5.0238498165058,2.8016826223811,5.9571849045512,5.76637895317215,7.96851646037892,5.81074967178569,5.90861149047934,6.09370773290048,5.90709097173179,6.83108514625405,5.53223144019941,6.8646494865458,5.39351420780274,5.10001678317057,10.3374826999153,12.0777021141916,13.5556195173348,8.6273423984775,8.33491279577586,12.2443820482433,9.86587087321598,11.554862567171,11.8027114429843,10.8875052877945,8.18216400812823,9.4266229691587,9.86332963896149,9.24281251268393,10.0343818822907,8.40949532401336,7.21670687144067,5.54407770066638,8.96740319279751,7.91816787141227,8.17988563199,7.68865171372459,6.93407474269468,5.2742367719552,2.48981151006162,5.4520270203505,3.25423156177305,3.59168558979726,4.80673807540313,4.67357409858449,5.49661109692481,2.50471348052698,2.41590645357511,5.71460703252332,5.87493272906226,1.28034144638152,0.899239380340054,1.22982850150936,0,0,1.03251682423853,3.00114585721976,1.00680641648964,0,0,1.20723854073398,1.35566735957002,0,5.39543628204032,0,0,0,0,0,0,0,0,0,0,0,1.79847876068011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",1.55332773051821,1.10579774369464,3.84771108274301,5.5594810026828,0,8.53717194751478,10.9245092993661,3.29424569343546,4.67332366568905,8.22441669103675,7.20275446031628,1.56668972890065,9.41931595468347,6.33037100749183,14.7195361823983,14.7330699608852,7.77109073949988,17.663985349399,9.73473968378107,7.22639681447235,7.44888747179939,14.3593721769557,17.2913352428927,7.25375056390912,13.9181043117022,13.4385776490247,16.5183215569781,6.74798828614412,7.05625112696734,8.03115558787848,5.88040450923111,11.8372195556353,12.814072690118,20.5072816162325,21.8717140603072,3.80800024010113,15.7478326056439,12.266164201101,9.04349444246044,7.82816886859924,7.45500237336965,5.60335653046619,8.20586813803636,11.4503883723193,14.4929425952413,17.3382379715347,7.62222918471185,5.76186490959292,15.5292228945562,7.82376631491739,12.866851946261,13.542523791972,8.18597176505599,7.8388475799184,7.39476401290234,11.1591753018418,8.10086042972837,7.69020627952458,6.14951522869772,7.49977374027324,20.9876016677781,18.4654106985198,15.1556820913523,12.0160240101196,11.7754798982736,10.2325671021926,13.0121119500894,18.9181799852962,9.42485819400175,11.7499034838385,9.34883617985796,10.9083685798573,13.9987920543546,13.9837922306816,12.2586729648149,8.22429164112792,6.39475697135934,2.1939368216754,8.61591767694998,8.91920993282387,7.51464857170496,6.19422674888798,6.81162292003997,2.10215112751514,3.14888577542892,7.83792906373185,3.37418352865546,2.00664220443637,1.7904766959621,0,2.12165408276607,2.30754926821497,2.16739639755901,1.67747065781715,2.00765205543295,0,0,1.50602785360856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",0,0,2.07658265506091,1.62635968234424,0,4.15316531012183,3.25271936468849,0,0,2.07658265506091,1.62635968234424,0,0,0,5.457262965304,3.25271936468849,0,4.01261046436499,0,0,2.8088303080013,6.49555429283446,5.69423284906348,1.95046795065649,4.06883143979707,6.50925674375445,11.1426251201217,11.2335122519605,13.2958521179696,22.7198251091087,23.874073449671,29.0200870365578,35.9616367209744,52.8120953392785,60.134722729311,62.3585750657762,61.4321751218693,63.0604981696732,75.4569435044378,83.8706170356271,90.4241910649528,105.587974024093,114.801643664679,128.108106324327,134.688581043843,153.507203012175,162.663317263719,167.23805065658,339.274406002937,342.573882506232,366.957002170423,422.490340287877,454.637214412475,446.58530892692,413.507924937535,477.758579871457,585.494965690048,647.236063555607,610.88765333648,434.616809647833,692.107249115974,931.902720315312,1167.33865641163,1252.76987189592,1192.42190826512,1055.14385814333,987.577398298203,1188.919312545,1390.55734161889,1531.02622087262,1464.1145100876,1315.24708527755,1168.92335637005,1289.95063022007,1001.20205084594,714.291123406639,899.604413480233,727.450639854181,1056.12117638732,1278.06607465582,1227.02139538772,609.647931085949,603.424744408312,404.493383854372,272.084377930276,349.618176834355,315.773252873261,169.090869262003,271.341545857406,230.364252945227,413.279417609595,477.90552709101,394.279981164457,95.4555157263803,94.414552408397,50.5908531723088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",1.82341539539501,0.565638794587153,2.65518990122044,3.00970956513357,0,7.28435588396477,4.91227000295428,1.59317797270252,1.69945988553827,4.22874680012783,4.40309517848098,0.781869762585728,5.9087655552279,3.95832901963275,8.26169368016866,7.96073641165393,5.95224470710861,9.12838410128216,6.3207558183318,8.30559297882603,6.08618423018496,10.007679894802,11.7324017623413,6.88581764467337,11.4689914481086,7.80081385423874,10.8937652894111,7.78615447606754,8.07179097824933,7.67262900753511,6.89079083818349,14.1276608764163,12.4969199533502,16.0551936427616,15.5396196023286,11.5921197792259,14.5323092745546,8.97250673910174,14.3824051662301,13.6352452403395,17.3340778483715,11.687895731888,12.7149050604827,13.8272545356,16.6294179163288,18.926676715355,19.3205709274645,23.0425421882903,29.5536463714158,22.9096132057153,34.9431963809018,33.5714110625757,29.5602332229503,24.1963065920985,24.3540438622132,24.9857738572085,23.7045348280608,28.1297841170087,33.0657291793766,28.6207329065576,52.9145686107789,45.5914843148419,56.5254150381696,49.6651835290985,33.5562100178726,47.4289650959909,38.028948784996,41.2186535394419,43.4236371768963,55.1830025834155,53.0342143171511,41.7497582566849,35.1082775477011,42.0488314317782,38.2269669981288,25.721212592547,21.6481915980124,26.0394582283725,31.7509284679813,29.4936087028108,30.4468978015812,24.4443625487359,18.9463570143205,11.6434490529303,12.3898176024356,16.2269656484371,15.1901044493819,10.4719071295226,9.34706767198313,9.40909544220002,14.8157888864368,13.977434728051,13.0051869355243,12.7709330324101,6.75725861216534,2.68361561974549,2.08590390296708,1.59364100800016,1.46429272837146,1.38958856976297,1.16088528299399,2.53850784203802,1.21005798649034,1.63648608752852,1.4422607976583,2.44561916006839,1.13924611426222,0,3.87764352754584,0,0,0,0,0,0,0,0,0,0,0,1.29254784251528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",3.10637609363981,1.31131422524991,2.17404577463254,4.13683225155842,0,7.69055288116268,3.4707022137718,3.24729540163025,1.76626632753391,3.80814590020679,4.75216318906154,0.904797479386269,9.78069620929493,3.32136156026331,8.65552289026374,6.43686277476604,4.93861332973084,8.96970391821718,7.67272121188791,12.2612746501873,6.93556092298381,13.259442270347,14.6285393076286,10.7789281172019,16.7785188041548,13.4934755362494,17.2443655677753,14.8402591822622,17.1187056173032,19.8409427476449,19.3060229656436,27.1888495088221,22.8830810580923,31.1126234075378,32.754314889781,29.758869162961,34.8626326925212,36.1866794079499,41.9615402167041,40.7994583981595,43.3708649630599,44.5138998586373,48.6204931012548,53.1456436536703,54.0792838329778,56.2765084212466,57.6236795421718,60.6003509153976,121.116994182451,123.529566501797,125.457218245208,122.733315846926,118.407417403625,116.016781410361,120.237291731297,120.397954740544,115.727086104816,111.563422075744,110.797720347817,109.762685368454,247.115874833006,250.213254708029,241.226872454579,234.539975055358,223.997537457161,215.477299195113,223.341425663291,223.326934444929,218.119879443184,210.589982348292,209.026285310431,202.886236451376,192.741950807327,188.432422878524,178.831281462224,171.514188462619,168.535258633167,150.587283137935,142.953686061113,141.673106805729,137.022494191696,116.915903468103,99.3250165048927,92.1157393056256,53.6628024669088,39.3586489628131,40.7296987825419,42.2723643031552,44.2440823359304,46.2355254182534,44.6756330071478,44.9973488041977,43.8194103018443,35.5646692365166,27.9873405992272,25.0670588052191,4.58129026743367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
